obsid|cl1|cl2|T
136204224|2.0|4.0|
136206064|1.0|4.0|
136206176|1.0|4.0|
136207168|1.0|4.0|
136208176|1.0|4.0|
136208192|1.0|4.0|
136210032|0.0|4.0|
136210080|1.0|4.0|
136210096|1.0|4.0|
136211104|1.0|4.0|
136211232|1.0|4.0|
136212096|1.0|4.0|
136212112|1.0|4.0|
136213008|1.0|4.0|
136214048|1.0|4.0|
136214112|1.0|4.0|
136214176|1.0|4.0|
136214208|0.0|4.0|
136215056|1.0|4.0|
136215184|1.0|4.0|
136215216|1.0|4.0|
136216176|1.0|4.0|
136216192|1.0|4.0|
136216208|1.0|4.0|
136307248|1.0|4.0|
136311184|1.0|4.0|
136313248|1.0|4.0|
136401216|1.0|4.0|
136404112|1.0|4.0|
136406032|1.0|4.0|
136407152|2.0|4.0|
136409168|1.0|4.0|
136409232|1.0|4.0|
136411040|1.0|4.0|
136411200|1.0|4.0|
136413072|2.0|4.0|
136415136|1.0|4.0|
136415232|1.0|4.0|
136416144|1.0|4.0|
136603120|1.0|4.0|
136606224|1.0|4.0|
136609056|1.0|4.0|
136609216|1.0|4.0|
136610096|1.0|4.0|
136610144|0.0|4.0|
136611024|1.0|4.0|
136612048|1.0|4.0|
136612192|1.0|4.0|
136613008|1.0|4.0|
136614016|1.0|4.0|
136614080|1.0|4.0|
136614208|1.0|4.0|
136614224|0.0|4.0|
136614240|1.0|4.0|
136615248|1.0|4.0|
136616080|1.0|4.0|
136701152|1.0|4.0|
136707008|1.0|4.0|
136707040|1.0|4.0|
136707152|1.0|4.0|
136710048|1.0|4.0|
136713152|2.0|4.0|
136713168|1.0|4.0|
136714224|1.0|4.0|
136802064|2.0|4.0|
136806016|1.0|4.0|
136809056|1.0|4.0|
136811120|1.0|4.0|
136813088|1.0|4.0|
136816144|1.0|4.0|
136906032|1.0|4.0|
136906048|1.0|4.0|
136909152|1.0|4.0|
136912080|0.0|4.0|
136914112|1.0|4.0|
136916176|1.0|4.0|
137001040|1.0|4.0|
137001184|1.0|4.0|
137001200|1.0|4.0|
137001216|1.0|4.0|
137001248|1.0|4.0|
137002048|1.0|0.0|7916.602
137003056|0.0|4.0|
137004032|2.0|4.0|
137005040|1.0|4.0|
137005088|1.0|4.0|
137005152|1.0|4.0|
137006128|1.0|4.0|
137008048|1.0|4.0|
137009056|1.0|4.0|
137009216|1.0|4.0|
137012176|2.0|4.0|
137012240|2.0|4.0|
137014096|1.0|4.0|
137014160|1.0|4.0|
137015056|2.0|4.0|
137015152|1.0|4.0|
137015168|1.0|4.0|
137015248|0.0|4.0|
137104240|1.0|4.0|
137106048|1.0|4.0|
137106160|1.0|4.0|
137108256|1.0|4.0|
137109024|1.0|4.0|
137109072|1.0|4.0|
137109184|1.0|4.0|
137111088|0.0|4.0|
137115024|2.0|4.0|
137116144|1.0|0.0|8137.851
137202000|0.0|4.0|
137202080|1.0|4.0|
137203008|1.0|4.0|
137203024|1.0|4.0|
137205168|1.0|4.0|
137205184|2.0|4.0|
137206048|0.0|4.0|
137208176|0.0|4.0|
137209136|2.0|4.0|
137209232|1.0|4.0|
137210160|1.0|4.0|
137211216|1.0|4.0|
137212064|1.0|4.0|
137216064|1.0|4.0|
137302000|0.0|4.0|
137303200|1.0|4.0|
137304048|1.0|4.0|
137309184|1.0|4.0|
137310064|1.0|4.0|
137311120|1.0|4.0|
137312096|1.0|4.0|
137312144|1.0|4.0|
137313200|1.0|4.0|
137314080|0.0|4.0|
137316176|1.0|4.0|
137403056|1.0|4.0|
137407104|1.0|4.0|
137409120|1.0|4.0|
137411184|1.0|4.0|
137416080|1.0|4.0|
137504160|1.0|4.0|
137505184|1.0|4.0|
137506064|1.0|4.0|
137508032|1.0|4.0|
137508112|1.0|4.0|
137513008|1.0|4.0|
137513024|1.0|4.0|
137514080|1.0|4.0|
137515120|1.0|4.0|
137601008|0.0|4.0|
137602064|1.0|4.0|
137603232|1.0|4.0|
137604096|0.0|4.0|
137606048|1.0|4.0|
137610176|1.0|4.0|
137610208|1.0|4.0|
137612144|1.0|4.0|
137701104|2.0|4.0|
137703216|1.0|4.0|
137704176|1.0|4.0|
137705200|1.0|4.0|
137705216|1.0|4.0|
137710096|1.0|4.0|
137712128|2.0|4.0|
137715104|1.0|4.0|
137716080|1.0|4.0|
137716112|1.0|4.0|
137802000|1.0|4.0|
137802080|1.0|4.0|
137803248|1.0|4.0|
137804160|1.0|4.0|
137805040|1.0|4.0|
137805056|1.0|4.0|
137807168|1.0|4.0|
137808096|1.0|4.0|
137809200|0.0|4.0|
137810064|1.0|4.0|
137811184|1.0|4.0|
137812096|2.0|4.0|
137813120|1.0|4.0|
137815072|2.0|4.0|
137816048|1.0|4.0|
137816128|1.0|4.0|
137902176|0.0|4.0|
137903152|1.0|4.0|
137906160|0.0|4.0|
137906208|1.0|4.0|
137907088|0.0|4.0|
137909184|1.0|4.0|
137912096|2.0|4.0|
137914080|1.0|4.0|
137914192|1.0|4.0|
137915120|1.0|4.0|
137915168|1.0|4.0|
139201136|1.0|4.0|
139201232|1.0|4.0|
139203200|1.0|4.0|
139204048|1.0|4.0|
139204064|1.0|4.0|
139208064|1.0|4.0|
139209136|1.0|4.0|
139210224|1.0|4.0|
139210240|1.0|4.0|
139212144|1.0|4.0|
139215168|2.0|4.0|
139303248|1.0|4.0|
139307072|1.0|4.0|
139308096|1.0|4.0|
139308240|1.0|4.0|
139312160|2.0|4.0|
139313232|2.0|4.0|
139401088|1.0|4.0|
139409104|1.0|4.0|
139410144|1.0|4.0|
139506208|1.0|4.0|
139507072|1.0|4.0|
139512032|1.0|4.0|
139602080|1.0|4.0|
139608096|1.0|4.0|
139610048|1.0|4.0|
139612240|1.0|4.0|
139613008|1.0|4.0|
139613248|1.0|4.0|
139614144|1.0|4.0|
139614224|2.0|4.0|
139615136|1.0|4.0|
139707136|1.0|4.0|
139708128|1.0|4.0|
139710240|1.0|4.0|
139712160|1.0|4.0|
139713200|1.0|4.0|
139716016|1.0|4.0|
139804032|0.0|4.0|
139808048|1.0|4.0|
139808224|0.0|4.0|
139811008|1.0|4.0|
139813168|1.0|4.0|
139815088|0.0|4.0|
139815216|1.0|4.0|
139816048|0.0|4.0|
139902064|1.0|4.0|
139906112|1.0|4.0|
139907104|1.0|4.0|
139908112|1.0|4.0|
139910240|1.0|4.0|
139914240|1.0|4.0|
140001024|2.0|4.0|
140002224|1.0|4.0|
140009136|1.0|4.0|
140009184|1.0|4.0|
140011056|1.0|4.0|
140012000|2.0|4.0|
140012192|1.0|4.0|
140013104|1.0|4.0|
140013216|2.0|4.0|
140014128|1.0|4.0|
140103216|1.0|4.0|
140104192|1.0|4.0|
140106032|2.0|4.0|
140107072|1.0|4.0|
140107104|1.0|4.0|
140107248|1.0|4.0|
140108000|1.0|4.0|
140108240|2.0|4.0|
140111040|1.0|4.0|
140111200|1.0|4.0|
140112208|2.0|4.0|
140113072|0.0|4.0|
140113152|1.0|4.0|
140114096|1.0|4.0|
140114128|1.0|4.0|
140114240|1.0|4.0|
140115072|2.0|4.0|
140204128|1.0|4.0|
140205088|1.0|4.0|
140205232|1.0|4.0|
140210208|1.0|4.0|
140213072|0.0|4.0|
140213088|1.0|4.0|
140214192|1.0|4.0|
140301088|1.0|4.0|
140306160|1.0|4.0|
140309168|1.0|4.0|
140310080|1.0|4.0|
140310208|1.0|4.0|
140310224|1.0|4.0|
140310256|1.0|4.0|
140311184|2.0|4.0|
140313024|1.0|4.0|
140313104|1.0|4.0|
140315200|0.0|4.0|
140316016|1.0|4.0|
140316112|1.0|4.0|
140316240|1.0|4.0|
140402112|1.0|4.0|
140403120|1.0|4.0|
140404176|1.0|4.0|
140406096|1.0|4.0|
140408128|1.0|4.0|
140408144|1.0|4.0|
140409248|1.0|4.0|
140411168|1.0|4.0|
140412144|1.0|4.0|
140413088|1.0|4.0|
140414176|1.0|4.0|
140415072|1.0|4.0|
140415136|1.0|4.0|
140416160|1.0|4.0|
140501232|1.0|4.0|
140502112|1.0|4.0|
140503056|1.0|4.0|
140505248|1.0|4.0|
140508016|1.0|4.0|
140509056|1.0|4.0|
140509072|1.0|4.0|
140509120|1.0|4.0|
140509168|1.0|0.0|8040.4214
140512080|1.0|4.0|
140512112|1.0|4.0|
140512160|1.0|4.0|
140513056|1.0|4.0|
140513120|1.0|4.0|
140513168|1.0|4.0|
140513200|1.0|4.0|
140514016|1.0|4.0|
140514064|0.0|4.0|
140514240|1.0|4.0|
140515104|1.0|4.0|
140515184|1.0|4.0|
140516064|1.0|4.0|
140603216|0.0|4.0|
140605152|1.0|4.0|
140615040|1.0|4.0|
140615232|1.0|4.0|
140701072|1.0|4.0|
140702112|1.0|4.0|
140703184|1.0|4.0|
140704144|1.0|4.0|
140708192|1.0|4.0|
140708224|1.0|4.0|
140709040|2.0|4.0|
140709072|1.0|4.0|
140709216|2.0|4.0|
140710176|2.0|4.0|
140711008|1.0|4.0|
140712096|1.0|4.0|
140714208|0.0|4.0|
140801104|1.0|4.0|
140802128|1.0|4.0|
140805104|1.0|4.0|
140806208|1.0|4.0|
140808064|1.0|4.0|
140810112|1.0|4.0|
140810128|2.0|4.0|
140810208|1.0|4.0|
140902064|2.0|4.0|
140902176|1.0|4.0|
140906048|2.0|4.0|
140906112|1.0|4.0|
140907168|1.0|4.0|
140910208|1.0|4.0|
140914240|1.0|4.0|
140915040|1.0|4.0|
140915104|1.0|4.0|
141001248|1.0|4.0|
141002048|1.0|4.0|
141003216|1.0|4.0|
141008048|1.0|4.0|
141008112|0.0|4.0|
141009088|1.0|4.0|
141011232|1.0|4.0|
141015072|1.0|4.0|
141108080|1.0|4.0|
141111184|2.0|4.0|
141112064|0.0|4.0|
141113008|1.0|4.0|
141204096|1.0|4.0|
141206016|2.0|4.0|
141206064|1.0|4.0|
141206192|1.0|4.0|
141207088|1.0|4.0|
141207120|1.0|4.0|
141209072|1.0|4.0|
141209088|2.0|4.0|
141209120|1.0|4.0|
141209136|0.0|4.0|
141209184|1.0|4.0|
141209200|2.0|4.0|
141211152|1.0|4.0|
141213040|1.0|4.0|
141215040|1.0|4.0|
141301120|1.0|4.0|
141303136|2.0|4.0|
141305184|0.0|4.0|
141309120|1.0|4.0|
141310112|1.0|4.0|
141311136|1.0|4.0|
141312176|1.0|4.0|
141314016|0.0|4.0|
141315232|0.0|4.0|
141402080|1.0|4.0|
141403088|1.0|4.0|
141406144|1.0|4.0|
141407024|1.0|4.0|
141408000|2.0|4.0|
141409024|1.0|4.0|
141410096|1.0|4.0|
141411056|1.0|4.0|
141411088|1.0|4.0|
141411184|1.0|4.0|
141412080|1.0|4.0|
141412096|1.0|4.0|
141413072|1.0|4.0|
141414144|1.0|4.0|
141415024|2.0|4.0|
141415184|1.0|4.0|
141501008|1.0|4.0|
141502048|0.0|4.0|
141502144|1.0|4.0|
141503120|1.0|4.0|
141504224|1.0|4.0|
141507008|1.0|4.0|
141507104|1.0|4.0|
141510064|1.0|4.0|
141514128|1.0|4.0|
141515104|2.0|4.0|
141516144|1.0|4.0|
141601040|1.0|4.0|
141601136|1.0|4.0|
141601232|2.0|4.0|
141602016|1.0|4.0|
141602080|1.0|4.0|
141605024|2.0|4.0|
141605040|1.0|4.0|
141609024|1.0|4.0|
141610016|1.0|4.0|
141610112|1.0|4.0|
141611152|2.0|4.0|
141612144|1.0|4.0|
141616048|1.0|4.0|
141702176|1.0|4.0|
141705072|1.0|4.0|
141707120|1.0|4.0|
141711024|1.0|4.0|
141713056|1.0|4.0|
141715136|1.0|4.0|
141716192|1.0|4.0|
141802112|1.0|4.0|
141802128|1.0|4.0|
141804176|1.0|4.0|
141805184|1.0|4.0|
141806064|1.0|4.0|
141806112|2.0|4.0|
141807072|1.0|4.0|
141810112|1.0|4.0|
141811056|1.0|4.0|
141811120|1.0|4.0|
141814208|1.0|4.0|
141902176|1.0|4.0|
141903056|1.0|4.0|
141903168|1.0|4.0|
141904032|1.0|4.0|
141907008|2.0|4.0|
141908096|1.0|4.0|
141912128|1.0|4.0|
142001232|1.0|4.0|
142005184|1.0|4.0|
142005248|1.0|4.0|
142006048|1.0|4.0|
142007200|2.0|4.0|
142008208|2.0|4.0|
142010000|1.0|4.0|
142010080|0.0|4.0|
142010144|2.0|4.0|
142010176|1.0|4.0|
142011184|1.0|4.0|
142013232|1.0|4.0|
142015008|1.0|4.0|
142109024|1.0|4.0|
142112032|1.0|4.0|
142112096|1.0|4.0|
142113072|1.0|4.0|
142115152|1.0|4.0|
142210096|2.0|4.0|
142215136|1.0|4.0|
142215168|1.0|4.0|
142302176|1.0|4.0|
142305104|1.0|4.0|
142310096|1.0|4.0|
142312192|1.0|4.0|
142314096|1.0|4.0|
142315104|1.0|4.0|
142316128|1.0|4.0|
142316240|1.0|4.0|
142405040|1.0|1.0|7266.6567
142408192|1.0|4.0|
142410016|1.0|4.0|
142411072|1.0|4.0|
142416192|1.0|4.0|
142501024|0.0|4.0|
142503056|1.0|4.0|
142503184|1.0|4.0|
142503232|1.0|4.0|
142507136|1.0|4.0|
142508064|0.0|4.0|
142509200|2.0|4.0|
142510064|1.0|4.0|
142511216|1.0|4.0|
142513008|1.0|4.0|
142513232|1.0|4.0|
142516224|1.0|4.0|
142601040|1.0|3.0|4640.0737
142603088|1.0|4.0|
142607152|0.0|4.0|
142608048|0.0|4.0|
142609104|1.0|4.0|
142609136|1.0|4.0|
142613168|2.0|4.0|
142614160|1.0|4.0|
142615072|0.0|4.0|
142615088|1.0|4.0|
142616016|1.0|4.0|
142704160|1.0|3.0|5073.6694
142705104|0.0|4.0|
142709040|1.0|4.0|
142715232|1.0|4.0|
142716016|1.0|4.0|
142801024|2.0|4.0|
142801120|1.0|4.0|
142803040|1.0|4.0|
142803072|1.0|4.0|
142808064|1.0|4.0|
142811200|0.0|4.0|
142901008|1.0|4.0|
142902016|2.0|4.0|
142903184|1.0|4.0|
142904096|1.0|0.0|7324.226
142906016|1.0|4.0|
142906176|1.0|4.0|
142907072|1.0|4.0|
142907104|1.0|4.0|
142907232|1.0|4.0|
142908160|1.0|4.0|
142913008|2.0|4.0|
142913168|1.0|4.0|
142915136|2.0|4.0|
142915184|2.0|4.0|
142916176|1.0|4.0|
143001152|1.0|4.0|
143012192|1.0|4.0|
143013200|0.0|4.0|
143014048|1.0|4.0|
143015072|1.0|4.0|
143016064|1.0|4.0|
143103152|1.0|4.0|
143108176|1.0|4.0|
143109152|2.0|4.0|
143110016|1.0|4.0|
143110144|1.0|4.0|
143111008|1.0|4.0|
143113088|1.0|4.0|
143114096|1.0|4.0|
143114208|0.0|4.0|
143115056|1.0|4.0|
143115168|1.0|4.0|
143116064|1.0|4.0|
143116096|1.0|4.0|
143201104|1.0|4.0|
143202256|1.0|4.0|
143203072|1.0|4.0|
143203216|1.0|4.0|
143204064|1.0|4.0|
143206160|1.0|4.0|
143207008|1.0|4.0|
143209200|1.0|4.0|
143215024|1.0|4.0|
143215136|1.0|4.0|
143215232|1.0|4.0|
143302080|2.0|4.0|
143303136|1.0|4.0|
143303216|2.0|4.0|
143309008|2.0|4.0|
143311168|1.0|4.0|
143312128|1.0|4.0|
143312192|1.0|4.0|
143313120|1.0|4.0|
143313152|1.0|4.0|
143315216|1.0|4.0|
143316192|1.0|4.0|
143403088|1.0|4.0|
143404128|1.0|4.0|
143407232|1.0|4.0|
143409216|1.0|4.0|
143411008|1.0|4.0|
143415008|1.0|4.0|
143416160|0.0|4.0|
143416208|1.0|4.0|
143502032|1.0|4.0|
143503072|1.0|4.0|
143504208|1.0|4.0|
143504224|1.0|4.0|
143505120|1.0|4.0|
143505168|1.0|4.0|
143509168|1.0|4.0|
143516096|1.0|4.0|
143601200|1.0|4.0|
143601248|2.0|4.0|
143603184|1.0|4.0|
143604208|1.0|4.0|
143609168|1.0|4.0|
143609216|1.0|4.0|
143611008|2.0|4.0|
143612000|1.0|4.0|
143613120|1.0|4.0|
143613136|1.0|4.0|
143615104|1.0|4.0|
143616016|1.0|4.0|
143616128|1.0|4.0|
143702176|1.0|4.0|
143704192|1.0|4.0|
143706208|1.0|4.0|
143707008|1.0|4.0|
143707040|1.0|4.0|
143708112|1.0|4.0|
143709040|1.0|4.0|
143713056|1.0|4.0|
143716064|1.0|4.0|
143716176|2.0|4.0|
143802240|0.0|4.0|
143804096|1.0|4.0|
143805200|1.0|4.0|
143806240|2.0|4.0|
143808016|1.0|4.0|
143808032|1.0|4.0|
143808224|1.0|4.0|
143811184|1.0|4.0|
143812176|1.0|4.0|
143813072|1.0|4.0|
143815008|1.0|4.0|
143815152|0.0|4.0|
143901232|1.0|4.0|
143903136|1.0|4.0|
143907040|1.0|4.0|
143907152|1.0|4.0|
143908160|0.0|4.0|
143909232|1.0|4.0|
143910160|2.0|4.0|
143912240|0.0|4.0|
143915008|1.0|4.0|
143915168|1.0|4.0|
144001200|1.0|4.0|
144002064|1.0|4.0|
144002176|1.0|4.0|
144004032|1.0|4.0|
144006192|1.0|4.0|
144007184|1.0|4.0|
144008000|1.0|4.0|
144008160|0.0|4.0|
144010176|1.0|4.0|
144015104|1.0|4.0|
144016144|1.0|4.0|
144016176|1.0|4.0|
144016208|0.0|4.0|
144101200|1.0|4.0|
144102192|1.0|4.0|
144103088|1.0|4.0|
144103120|0.0|4.0|
144105104|1.0|4.0|
144106048|0.0|4.0|
144109152|2.0|4.0|
144111120|0.0|4.0|
144115232|0.0|4.0|
144201024|1.0|4.0|
144201072|1.0|4.0|
144201104|1.0|4.0|
144201232|0.0|4.0|
144203120|0.0|4.0|
144205184|1.0|4.0|
144207040|1.0|4.0|
144207120|1.0|4.0|
144208032|1.0|4.0|
144209184|1.0|4.0|
144210176|0.0|4.0|
144211072|1.0|4.0|
144215216|1.0|4.0|
144216016|1.0|4.0|
144216064|1.0|4.0|
144301216|1.0|4.0|
144303104|1.0|4.0|
144303168|1.0|4.0|
144303200|1.0|4.0|
144307168|0.0|4.0|
144309088|1.0|4.0|
144310096|1.0|4.0|
144310224|1.0|4.0|
144311184|1.0|4.0|
144313072|1.0|4.0|
144314064|1.0|4.0|
144316032|1.0|4.0|
144316064|1.0|4.0|
144316256|1.0|4.0|
144403120|1.0|4.0|
144404176|1.0|4.0|
144408016|0.0|4.0|
144412128|1.0|4.0|
144413088|2.0|4.0|
144413216|1.0|4.0|
144413248|1.0|4.0|
144415152|1.0|4.0|
144501056|2.0|4.0|
144501184|1.0|4.0|
144503040|2.0|4.0|
144504032|1.0|4.0|
144505120|1.0|4.0|
144509040|2.0|4.0|
144509088|1.0|4.0|
144515072|2.0|4.0|
144516048|0.0|4.0|
144516064|1.0|4.0|
144516160|2.0|4.0|
144602144|1.0|4.0|
144602240|1.0|4.0|
144604160|1.0|4.0|
144606224|1.0|4.0|
144607104|2.0|4.0|
144608176|2.0|4.0|
144614240|1.0|4.0|
144616048|0.0|4.0|
144616128|1.0|4.0|
144616160|2.0|4.0|
144701200|1.0|4.0|
144701232|0.0|4.0|
144702016|1.0|4.0|
144702208|1.0|4.0|
144702240|2.0|4.0|
144703040|1.0|4.0|
144703104|1.0|4.0|
144704208|1.0|4.0|
144707120|2.0|4.0|
144708016|1.0|4.0|
144708112|1.0|4.0|
144709152|1.0|4.0|
144711168|1.0|4.0|
144713056|1.0|4.0|
144713200|1.0|4.0|
144716112|1.0|4.0|
144803024|1.0|4.0|
144804144|1.0|4.0|
144807072|1.0|4.0|
144812208|1.0|4.0|
144816096|1.0|4.0|
144904048|1.0|4.0|
144905024|1.0|4.0|
144906144|1.0|1.0|6650.7363
144910240|1.0|4.0|
144911200|1.0|4.0|
144912096|1.0|4.0|
144913168|1.0|4.0|
144915088|1.0|4.0|
144915200|1.0|4.0|
144916016|1.0|4.0|
145003008|1.0|4.0|
145003232|1.0|4.0|
145005008|1.0|4.0|
145005120|1.0|4.0|
145005136|2.0|4.0|
145006016|1.0|4.0|
145009040|1.0|4.0|
145009104|1.0|4.0|
145010016|1.0|4.0|
145010048|1.0|4.0|
145013120|1.0|4.0|
145015200|1.0|4.0|
145102096|2.0|4.0|
145103104|1.0|4.0|
145103200|1.0|4.0|
145104000|2.0|4.0|
145106048|1.0|4.0|
145106176|1.0|4.0|
145107184|1.0|4.0|
145108144|1.0|4.0|
145111072|2.0|4.0|
145112144|1.0|4.0|
145112208|2.0|4.0|
145114080|1.0|4.0|
145116016|2.0|4.0|
145116128|1.0|4.0|
145202064|1.0|4.0|
145202176|1.0|4.0|
145202224|1.0|4.0|
145203088|2.0|4.0|
145204208|1.0|4.0|
145206048|1.0|4.0|
145209056|1.0|4.0|
145209200|2.0|4.0|
145210096|1.0|4.0|
145211120|1.0|4.0|
145215184|1.0|4.0|
145216144|1.0|4.0|
145216208|1.0|4.0|
145302224|2.0|4.0|
145303072|2.0|4.0|
145304096|1.0|4.0|
145307072|1.0|4.0|
145308096|0.0|4.0|
145309024|1.0|4.0|
145309040|1.0|4.0|
145309120|1.0|4.0|
145310096|1.0|4.0|
145311088|1.0|4.0|
145311152|1.0|4.0|
145312192|1.0|4.0|
145314224|2.0|4.0|
145315152|1.0|4.0|
145316080|1.0|4.0|
145402160|1.0|4.0|
145405024|1.0|4.0|
145408240|1.0|4.0|
145503008|1.0|4.0|
145504016|1.0|4.0|
145509072|1.0|4.0|
145514064|1.0|4.0|
145514096|0.0|4.0|
145514240|1.0|4.0|
145516208|1.0|4.0|
146105200|1.0|4.0|
146108240|1.0|4.0|
146114256|1.0|4.0|
146115152|1.0|4.0|
146116192|1.0|4.0|
146203088|1.0|4.0|
146207072|1.0|4.0|
146207088|1.0|4.0|
146207184|1.0|4.0|
146208208|1.0|4.0|
146209136|1.0|4.0|
146210096|1.0|4.0|
146210192|1.0|4.0|
146214048|2.0|4.0|
146214176|1.0|4.0|
146215120|1.0|4.0|
146216144|1.0|4.0|
146303248|2.0|4.0|
146304224|1.0|4.0|
146310112|1.0|4.0|
146313120|1.0|4.0|
146315072|1.0|4.0|
146315168|1.0|4.0|
146401104|2.0|4.0|
146405008|1.0|4.0|
146408048|1.0|4.0|
146412160|1.0|4.0|
146414208|1.0|3.0|4423.481
146505088|1.0|4.0|
146505104|1.0|4.0|
146505216|1.0|4.0|
146506160|1.0|4.0|
146507136|1.0|4.0|
146509024|1.0|0.0|7986.3677
146510032|1.0|4.0|
146510112|1.0|4.0|
146511184|1.0|4.0|
146512032|1.0|4.0|
146515184|1.0|4.0|
146601136|1.0|4.0|
146602128|1.0|4.0|
146602176|1.0|4.0|
146602240|1.0|4.0|
146603184|1.0|4.0|
146605088|1.0|4.0|
146607008|1.0|4.0|
146607184|1.0|4.0|
146609232|1.0|4.0|
146610016|2.0|4.0|
146612240|1.0|4.0|
146613216|1.0|4.0|
146614080|2.0|4.0|
146615056|1.0|4.0|
146615120|0.0|4.0|
146615136|0.0|4.0|
146616256|2.0|4.0|
146708016|1.0|4.0|
146708032|1.0|4.0|
146708128|1.0|4.0|
146709056|1.0|4.0|
146714096|1.0|4.0|
146715008|2.0|4.0|
146716016|1.0|4.0|
146716096|1.0|4.0|
146806080|2.0|4.0|
146806112|1.0|4.0|
146807024|2.0|4.0|
146809120|1.0|4.0|
146811136|2.0|4.0|
146812064|1.0|4.0|
146814048|1.0|4.0|
146814096|1.0|4.0|
146814224|1.0|4.0|
146815152|2.0|4.0|
146816016|2.0|4.0|
146816048|1.0|4.0|
146903008|1.0|4.0|
146903168|1.0|4.0|
146906176|1.0|4.0|
146908048|1.0|4.0|
146909216|1.0|4.0|
146911168|0.0|4.0|
146916064|1.0|4.0|
147005024|1.0|4.0|
147009104|1.0|4.0|
147012016|1.0|4.0|
147015184|1.0|4.0|
148201008|1.0|4.0|
148203056|1.0|4.0|
148203232|1.0|4.0|
148204208|2.0|4.0|
148205152|1.0|4.0|
148206160|1.0|4.0|
148207152|1.0|4.0|
148208144|1.0|4.0|
148209216|1.0|4.0|
148211088|2.0|4.0|
148212144|2.0|4.0|
148214240|1.0|4.0|
148302032|1.0|4.0|
148309072|1.0|4.0|
148311104|1.0|4.0|
148315040|1.0|4.0|
148402208|1.0|4.0|
148405168|1.0|4.0|
148406064|1.0|4.0|
148409008|1.0|4.0|
148409024|1.0|4.0|
148502176|1.0|4.0|
148503248|1.0|4.0|
148506176|1.0|4.0|
148506240|0.0|4.0|
148509040|1.0|4.0|
148510016|1.0|4.0|
148511104|1.0|4.0|
148515216|1.0|4.0|
148516208|2.0|4.0|
148603024|1.0|4.0|
148604208|0.0|4.0|
148615184|1.0|4.0|
148701120|2.0|4.0|
148701232|1.0|4.0|
148702080|1.0|4.0|
148703040|1.0|4.0|
148704144|1.0|4.0|
148706240|1.0|4.0|
148710096|1.0|4.0|
148711136|1.0|4.0|
148712224|1.0|4.0|
148713088|1.0|4.0|
148713168|1.0|4.0|
148713200|1.0|4.0|
148716016|1.0|4.0|
148716192|2.0|4.0|
148803200|1.0|4.0|
148804032|1.0|4.0|
148804112|1.0|4.0|
148804144|1.0|4.0|
148804176|1.0|4.0|
148805056|1.0|4.0|
148809040|1.0|4.0|
148811152|1.0|4.0|
148812160|1.0|4.0|
148814128|1.0|4.0|
148901040|2.0|4.0|
148902032|1.0|4.0|
148905056|0.0|4.0|
148905136|1.0|4.0|
148905184|1.0|4.0|
148907008|1.0|4.0|
148908112|2.0|4.0|
148908208|1.0|4.0|
148911056|1.0|4.0|
148912048|0.0|4.0|
148913216|1.0|4.0|
148915056|2.0|4.0|
149001120|1.0|4.0|
149002080|1.0|4.0|
149004192|1.0|4.0|
149006192|1.0|4.0|
149007200|1.0|4.0|
149008032|1.0|4.0|
149008064|1.0|4.0|
149008096|2.0|4.0|
149012048|0.0|4.0|
149012176|1.0|4.0|
149014176|1.0|4.0|
149015104|2.0|4.0|
149105040|1.0|4.0|
149108176|1.0|4.0|
149115136|1.0|4.0|
149116128|1.0|4.0|
149202016|1.0|4.0|
149204096|1.0|4.0|
149206032|1.0|4.0|
149206144|2.0|4.0|
149206160|1.0|4.0|
149208080|1.0|4.0|
149208128|0.0|4.0|
149208176|1.0|4.0|
149209040|2.0|4.0|
149209056|1.0|4.0|
149209120|1.0|4.0|
149209136|1.0|4.0|
149209200|1.0|4.0|
149210224|1.0|4.0|
149212112|1.0|4.0|
149212144|1.0|4.0|
149213168|1.0|4.0|
149214016|1.0|4.0|
149214112|1.0|4.0|
149216016|1.0|4.0|
149216032|1.0|4.0|
149304176|1.0|4.0|
149307248|2.0|4.0|
149309136|1.0|4.0|
149310128|1.0|4.0|
149310176|1.0|4.0|
149311024|1.0|4.0|
149312032|0.0|4.0|
149312160|1.0|4.0|
149314240|1.0|4.0|
149401008|2.0|4.0|
149402112|1.0|4.0|
149403216|2.0|4.0|
149404144|1.0|4.0|
149405104|1.0|4.0|
149407072|1.0|4.0|
149407216|1.0|4.0|
149411040|1.0|4.0|
149414032|1.0|4.0|
149414096|2.0|4.0|
149414112|1.0|4.0|
149415120|1.0|4.0|
149415152|1.0|4.0|
149502064|1.0|4.0|
149502192|2.0|4.0|
149503232|1.0|4.0|
149504224|2.0|4.0|
149505120|1.0|4.0|
149509200|1.0|4.0|
149512096|1.0|4.0|
149512208|1.0|4.0|
149514032|0.0|4.0|
149514080|1.0|4.0|
149514176|2.0|4.0|
149515184|1.0|4.0|
149516224|1.0|4.0|
149601152|2.0|4.0|
149601248|2.0|4.0|
149602160|1.0|4.0|
149603232|1.0|4.0|
149604048|1.0|4.0|
149604080|1.0|4.0|
149604096|1.0|4.0|
149604224|1.0|4.0|
149605088|1.0|4.0|
149606048|1.0|4.0|
149606096|1.0|4.0|
149612192|1.0|4.0|
149613152|2.0|4.0|
149701120|1.0|4.0|
149701184|2.0|4.0|
149701200|1.0|4.0|
149704208|1.0|4.0|
149706016|1.0|4.0|
149708032|1.0|4.0|
149708048|0.0|4.0|
