obsid|cl1|cl2|T
499009216|2.0|4.0|
499010080|1.0|4.0|
499010144|2.0|4.0|
499010208|2.0|4.0|
499010240|1.0|4.0|
499011104|1.0|4.0|
499011136|1.0|4.0|
499011168|0.0|4.0|
499013024|0.0|4.0|
499014048|1.0|4.0|
499014176|1.0|4.0|
499101088|1.0|4.0|
499103136|2.0|4.0|
499104000|1.0|4.0|
499104096|2.0|4.0|
499106016|1.0|4.0|
499108160|2.0|4.0|
499109056|2.0|4.0|
499109088|1.0|4.0|
499113216|2.0|4.0|
499113248|2.0|4.0|
499114080|1.0|4.0|
499114112|1.0|4.0|
499114144|1.0|4.0|
499114240|1.0|4.0|
499201248|1.0|4.0|
499202176|2.0|4.0|
499203168|0.0|4.0|
499204064|2.0|4.0|
499204160|1.0|4.0|
499205024|0.0|4.0|
499212032|2.0|4.0|
499212096|0.0|4.0|
499212160|1.0|4.0|
499212192|1.0|4.0|
499214144|1.0|4.0|
499215008|1.0|4.0|
499215232|1.0|4.0|
499216032|1.0|4.0|
499216224|1.0|4.0|
499301184|1.0|4.0|
499302048|1.0|4.0|
499303168|1.0|4.0|
499304096|1.0|4.0|
499308160|2.0|4.0|
499308192|0.0|4.0|
499308224|1.0|4.0|
499312992|1.0|4.0|
499313056|1.0|4.0|
499314048|2.0|4.0|
499315200|0.0|4.0|
499316032|1.0|4.0|
499401216|0.0|4.0|
499402208|2.0|4.0|
499403168|1.0|4.0|
499404192|0.0|4.0|
499406144|0.0|4.0|
499406176|0.0|4.0|
499408128|1.0|4.0|
499409216|1.0|4.0|
499410240|0.0|4.0|
499416128|2.0|4.0|
499416192|0.0|4.0|
499502016|0.0|4.0|
499502112|2.0|4.0|
499502144|1.0|4.0|
499503136|2.0|4.0|
499504160|1.0|4.0|
499504224|2.0|4.0|
499505024|2.0|4.0|
499505184|1.0|4.0|
499505248|1.0|4.0|
499506080|2.0|4.0|
499506144|1.0|4.0|
499506208|2.0|4.0|
499507072|0.0|4.0|
499507104|1.0|4.0|
499507200|1.0|4.0|
499508064|1.0|4.0|
499508192|1.0|4.0|
499509088|2.0|4.0|
499509152|1.0|4.0|
499511008|1.0|4.0|
499511136|1.0|4.0|
499512160|1.0|4.0|
499515168|1.0|4.0|
499516064|2.0|4.0|
499516096|2.0|4.0|
499516160|2.0|4.0|
499516256|2.0|4.0|
499601152|2.0|4.0|
499602016|1.0|4.0|
499602112|1.0|4.0|
499602208|1.0|4.0|
499603072|1.0|4.0|
499605056|2.0|4.0|
499605184|2.0|4.0|
499605216|1.0|4.0|
499606112|2.0|4.0|
499606240|1.0|4.0|
499608160|1.0|4.0|
499609024|2.0|4.0|
499609056|1.0|4.0|
499609152|1.0|4.0|
499610144|1.0|4.0|
499611200|2.0|4.0|
499611232|2.0|4.0|
499612000|2.0|4.0|
499612032|2.0|4.0|
499612064|2.0|4.0|
499612160|2.0|4.0|
499613216|2.0|4.0|
499615232|1.0|4.0|
499701056|1.0|4.0|
499701184|1.0|4.0|
499702048|1.0|4.0|
499702112|1.0|4.0|
499702144|2.0|4.0|
499702176|2.0|4.0|
499703168|2.0|4.0|
499703232|2.0|4.0|
499704032|2.0|4.0|
499704192|1.0|4.0|
499705184|1.0|4.0|
499705216|1.0|4.0|
499712256|1.0|4.0|
499714080|1.0|4.0|
499715072|1.0|4.0|
499715200|2.0|4.0|
499716096|1.0|4.0|
499716160|2.0|4.0|
499801024|0.0|4.0|
499801120|2.0|4.0|
499801152|1.0|4.0|
499801184|2.0|4.0|
499802240|2.0|4.0|
499803232|1.0|4.0|
499804224|2.0|4.0|
499806048|2.0|4.0|
499807104|2.0|4.0|
499808064|2.0|4.0|
499808128|2.0|4.0|
499808224|0.0|4.0|
499809216|1.0|4.0|
499810208|1.0|4.0|
499811168|0.0|4.0|
499812128|1.0|4.0|
499813056|2.0|4.0|
499815008|2.0|4.0|
499816160|2.0|4.0|
499904096|1.0|4.0|
499905088|1.0|4.0|
499907104|1.0|2.0|4715.101
499907136|1.0|4.0|
500001024|2.0|4.0|
500001120|2.0|4.0|
500001216|2.0|4.0|
500003168|1.0|4.0|
500004032|1.0|4.0|
500004128|1.0|4.0|
500004224|2.0|4.0|
500005056|0.0|4.0|
500005120|2.0|4.0|
500006080|2.0|4.0|
500007072|2.0|4.0|
500007136|2.0|4.0|
500008160|1.0|3.0|4820.941
500008224|1.0|4.0|
500009024|2.0|4.0|
500010112|2.0|4.0|
500010208|2.0|4.0|
500011040|2.0|4.0|
500014016|1.0|4.0|
500015200|2.0|4.0|
500016192|0.0|4.0|
500101056|1.0|4.0|
500101152|2.0|4.0|
500103008|2.0|4.0|
500105024|2.0|4.0|
500105120|1.0|4.0|
500106048|1.0|4.0|
500106112|2.0|4.0|
500107200|2.0|4.0|
500108096|1.0|4.0|
500109056|1.0|4.0|
500110080|2.0|4.0|
500110112|2.0|4.0|
500111232|1.0|4.0|
500113152|1.0|4.0|
500113216|2.0|4.0|
500114016|1.0|4.0|
500114144|2.0|4.0|
500115104|1.0|4.0|
500201088|0.0|4.0|
500201184|1.0|4.0|
500202112|0.0|4.0|
500202208|1.0|4.0|
500203072|1.0|4.0|
500203136|1.0|4.0|
500203264|0.0|4.0|
500204192|1.0|4.0|
500204224|1.0|4.0|
500205248|2.0|4.0|
500206176|1.0|4.0|
500208160|1.0|4.0|
500208992|2.0|4.0|
500209088|2.0|4.0|
500209120|1.0|4.0|
500210016|1.0|4.0|
500210080|1.0|4.0|
500210112|1.0|4.0|
500212064|0.0|4.0|
500214208|1.0|4.0|
500215232|0.0|4.0|
500216096|1.0|4.0|
500216128|1.0|4.0|
500301152|2.0|4.0|
500303072|1.0|4.0|
500303168|2.0|4.0|
500303200|2.0|4.0|
500306208|1.0|4.0|
500306240|1.0|4.0|
500307104|1.0|4.0|
500307168|2.0|4.0|
500308032|1.0|4.0|
500310048|2.0|4.0|
500311072|1.0|4.0|
500311104|1.0|4.0|
500313024|1.0|4.0|
500313088|0.0|4.0|
500314016|1.0|4.0|
500314112|1.0|4.0|
500315008|1.0|4.0|
500315104|0.0|4.0|
500401184|1.0|4.0|
500403232|1.0|4.0|
500406048|1.0|4.0|
500406176|1.0|4.0|
500407040|2.0|4.0|
500407168|2.0|4.0|
500408096|1.0|4.0|
500409024|2.0|4.0|
500409056|1.0|4.0|
500409216|2.0|4.0|
500410144|1.0|4.0|
500412032|1.0|4.0|
500413024|0.0|4.0|
500413120|2.0|4.0|
500415008|1.0|4.0|
500416032|1.0|4.0|
500501248|1.0|4.0|
500503104|1.0|4.0|
500505056|1.0|4.0|
500505088|1.0|4.0|
500506112|1.0|4.0|
500507200|2.0|4.0|
500508224|1.0|4.0|
500509088|1.0|4.0|
500510048|1.0|4.0|
500510176|1.0|4.0|
500511040|2.0|4.0|
500511072|1.0|4.0|
500512096|2.0|4.0|
500514048|2.0|4.0|
500515072|1.0|4.0|
500601056|1.0|4.0|
500602016|2.0|4.0|
500602112|2.0|4.0|
500603008|2.0|4.0|
500603072|2.0|4.0|
500606112|1.0|4.0|
500607040|2.0|4.0|
500607232|2.0|4.0|
500608224|1.0|4.0|
500612064|1.0|4.0|
500612096|2.0|4.0|
500614240|1.0|4.0|
500615104|2.0|4.0|
500615168|1.0|4.0|
500616032|1.0|4.0|
500705184|2.0|4.0|
500712128|2.0|4.0|
500713120|1.0|4.0|
500714048|2.0|4.0|
500716032|2.0|4.0|
500716128|0.0|4.0|
500804160|0.0|4.0|
500806208|0.0|4.0|
500807136|0.0|4.0|
500809152|2.0|4.0|
500812192|2.0|4.0|
500816064|0.0|4.0|
500901056|2.0|4.0|
500902112|1.0|4.0|
500903136|1.0|4.0|
500905216|1.0|4.0|
500910080|1.0|4.0|
500910144|1.0|4.0|
500910208|1.0|3.0|4239.072
500911040|1.0|4.0|
500911136|1.0|4.0|
500912160|1.0|4.0|
500912192|2.0|4.0|
500913024|1.0|4.0|
500913056|1.0|4.0|
500913152|1.0|4.0|
500914144|1.0|4.0|
500916128|2.0|4.0|
501003168|1.0|4.0|
501003232|2.0|4.0|
501004032|2.0|4.0|
501004224|1.0|4.0|
501005216|1.0|4.0|
501006016|1.0|4.0|
501006048|2.0|4.0|
501006240|2.0|4.0|
501009152|2.0|4.0|
501010048|1.0|4.0|
501011040|2.0|4.0|
501013216|1.0|4.0|
501014112|2.0|4.0|
501015104|2.0|4.0|
501016032|0.0|4.0|
501101088|1.0|1.0|7143.712
501102048|0.0|4.0|
501102112|1.0|4.0|
501102208|1.0|0.0|7801.813
501102240|0.0|4.0|
501103008|1.0|1.0|5408.5015
501103072|1.0|0.0|7538.222
501104000|1.0|1.0|6299.2085
501104032|1.0|1.0|6534.269
501104064|1.0|4.0|
501104128|1.0|0.0|7783.633
501104160|1.0|0.0|7563.2583
501104192|1.0|1.0|6601.3413
501105120|1.0|0.0|7901.645
501105184|1.0|3.0|4044.3618
501106048|1.0|1.0|6446.7944
501106112|0.0|4.0|
501107200|1.0|1.0|6465.635
501108160|1.0|0.0|6806.957
501109184|1.0|2.0|6093.137
501109248|1.0|0.0|7108.9385
501110016|0.0|4.0|
501110048|0.0|4.0|
501110080|1.0|0.0|7647.6143
501110176|1.0|1.0|6699.6895
501111040|1.0|1.0|6624.1753
501111200|1.0|1.0|6322.5073
501111232|1.0|1.0|6362.035
501111264|1.0|4.0|
501112032|0.0|4.0|
501113024|1.0|2.0|5146.4033
501113088|1.0|1.0|6597.1514
501113120|1.0|3.0|4812.7944
501113152|1.0|1.0|7391.472
501113216|1.0|0.0|8299.88
501113248|0.0|4.0|
501114048|0.0|4.0|
501114080|1.0|1.0|7336.3384
501114144|0.0|4.0|
501115232|1.0|4.0|
501116096|1.0|4.0|
501116224|1.0|4.0|
501202048|2.0|4.0|
501214080|2.0|4.0|
501214176|1.0|4.0|
501303104|1.0|4.0|
501303136|2.0|4.0|
501305024|2.0|4.0|
501305152|2.0|4.0|
501306144|2.0|4.0|
501307136|1.0|4.0|
501307200|2.0|4.0|
501308032|2.0|4.0|
501308064|2.0|4.0|
501308128|1.0|4.0|
501310016|2.0|4.0|
501310080|2.0|4.0|
501311232|1.0|4.0|
501312096|1.0|4.0|
501313024|1.0|4.0|
501315168|1.0|4.0|
501316064|2.0|4.0|
501316160|1.0|4.0|
501406016|1.0|4.0|
501407040|2.0|4.0|
501407072|1.0|4.0|
501410144|1.0|4.0|
501411168|2.0|4.0|
501411200|1.0|4.0|
501412128|1.0|4.0|
501412224|2.0|4.0|
501412992|1.0|4.0|
501413056|1.0|4.0|
501413248|2.0|4.0|
501415040|1.0|4.0|
501415200|2.0|4.0|
501416128|1.0|4.0|
501416160|1.0|4.0|
501416192|2.0|4.0|
501503104|1.0|4.0|
501503136|1.0|4.0|
501503168|1.0|4.0|
501504000|2.0|4.0|
501506048|1.0|4.0|
501506112|1.0|4.0|
501507040|2.0|4.0|
501508032|1.0|4.0|
501508192|1.0|4.0|
501509088|0.0|4.0|
501509120|1.0|4.0|
501509184|1.0|4.0|
501511168|2.0|4.0|
501511232|2.0|4.0|
501514112|1.0|4.0|
501514176|1.0|4.0|
501516096|2.0|4.0|
501601120|2.0|4.0|
501603232|2.0|4.0|
501604160|1.0|4.0|
501604192|2.0|4.0|
501607040|1.0|4.0|
501607232|1.0|4.0|
501608032|2.0|4.0|
501608096|1.0|4.0|
501608992|2.0|4.0|
501609088|1.0|4.0|
501609248|2.0|4.0|
501611232|2.0|4.0|
501615072|1.0|4.0|
501615136|2.0|4.0|
501616160|1.0|4.0|
501700992|0.0|4.0|
501701056|1.0|4.0|
501702176|0.0|4.0|
501702240|0.0|4.0|
501704032|1.0|4.0|
501704128|0.0|4.0|
501705152|0.0|4.0|
501705184|1.0|4.0|
501705216|1.0|4.0|
501706112|0.0|4.0|
501706144|1.0|4.0|
501706176|1.0|4.0|
501706240|1.0|4.0|
501707008|0.0|4.0|
501707040|0.0|4.0|
501709056|1.0|4.0|
501710016|0.0|4.0|
501710240|0.0|4.0|
501711072|0.0|4.0|
501712032|1.0|4.0|
501712160|1.0|4.0|
501713024|0.0|4.0|
501713152|0.0|4.0|
501713216|0.0|4.0|
501714176|1.0|4.0|
501715168|0.0|4.0|
501716032|1.0|4.0|
501716160|1.0|4.0|
501716224|0.0|4.0|
501801024|0.0|4.0|
501801088|0.0|4.0|
501801184|0.0|4.0|
501802112|1.0|4.0|
501803072|1.0|4.0|
501803104|0.0|4.0|
501803200|1.0|4.0|
501804096|0.0|4.0|
501805120|1.0|4.0|
501805248|0.0|4.0|
501806048|0.0|4.0|
501806080|0.0|4.0|
501806112|0.0|4.0|
501806144|1.0|4.0|
501806240|0.0|4.0|
501807168|1.0|4.0|
501808128|0.0|4.0|
501809120|0.0|4.0|
501810048|1.0|4.0|
501811008|1.0|4.0|
501811168|0.0|4.0|
501812032|0.0|4.0|
501812224|0.0|4.0|
501813056|0.0|4.0|
501813088|0.0|4.0|
501813216|0.0|4.0|
501815008|1.0|4.0|
501815040|0.0|4.0|
501815168|2.0|4.0|
501815232|1.0|4.0|
501816128|0.0|4.0|
501901120|1.0|4.0|
501901152|1.0|0.0|8263.12
501901184|1.0|4.0|
501902048|0.0|4.0|
501902208|1.0|0.0|7774.6704
501902240|1.0|4.0|
501903072|1.0|0.0|8132.0425
501903136|1.0|0.0|7923.7114
501903200|1.0|0.0|7302.032
501904032|1.0|4.0|
501904064|1.0|0.0|7459.723
501904096|1.0|0.0|7703.2397
501904128|1.0|0.0|7441.559
501904160|1.0|0.0|8055.6304
501904192|1.0|0.0|7139.6675
501904224|1.0|4.0|
501905152|1.0|0.0|7900.5503
501905184|1.0|0.0|7396.7617
501906016|1.0|0.0|8454.42
501906144|1.0|0.0|7974.121
501906208|0.0|4.0|
501908160|1.0|4.0|
501909056|1.0|0.0|8370.094
501909120|1.0|0.0|7581.937
501909216|1.0|0.0|8099.2573
501910016|1.0|0.0|8127.0674
501910048|1.0|0.0|7755.5444
501910144|1.0|0.0|7630.602
501911008|1.0|4.0|
501911040|1.0|4.0|
501912032|1.0|0.0|7921.1543
501912064|0.0|4.0|
501912096|1.0|4.0|
501912224|1.0|0.0|7176.575
501913024|1.0|0.0|8337.082
501914176|1.0|4.0|
501915136|1.0|0.0|7896.3677
501916032|1.0|0.0|6528.0005
501916096|1.0|4.0|
501916128|1.0|4.0|
502001088|1.0|4.0|
502002048|1.0|4.0|
502002112|1.0|4.0|
502004992|1.0|4.0|
502005152|1.0|4.0|
502005184|1.0|4.0|
502007200|1.0|4.0|
502008160|1.0|4.0|
502008224|1.0|4.0|
502009216|2.0|4.0|
502010048|1.0|4.0|
502012256|1.0|4.0|
502013088|2.0|4.0|
502013248|1.0|4.0|
502014208|1.0|4.0|
502015008|2.0|4.0|
502101152|1.0|4.0|
502101184|1.0|4.0|
502102048|2.0|4.0|
502102080|1.0|4.0|
502105088|1.0|4.0|
502106048|1.0|4.0|
502106144|2.0|4.0|
502106208|1.0|4.0|
502107104|1.0|4.0|
502108032|1.0|4.0|
502108064|1.0|4.0|
502108192|1.0|4.0|
502109120|1.0|4.0|
502109184|1.0|4.0|
502113152|1.0|4.0|
502114048|1.0|4.0|
502114176|2.0|4.0|
502115040|1.0|4.0|
502115072|1.0|4.0|
502115104|1.0|4.0|
502115168|1.0|4.0|
502201120|1.0|4.0|
502201216|2.0|4.0|
502202240|1.0|4.0|
502206080|1.0|4.0|
502206208|1.0|4.0|
502208064|2.0|4.0|
502208160|2.0|4.0|
502208224|0.0|4.0|
502212224|1.0|4.0|
502302080|1.0|4.0|
502302112|1.0|4.0|
502303168|1.0|4.0|
502305248|2.0|4.0|
502307040|2.0|4.0|
502307168|1.0|4.0|
502309056|1.0|4.0|
502309152|0.0|4.0|
502309184|1.0|4.0|
502310016|2.0|4.0|
502310048|2.0|4.0|
502310080|2.0|4.0|
502311008|2.0|4.0|
502311136|1.0|4.0|
502312096|0.0|4.0|
502312128|2.0|4.0|
502312256|1.0|4.0|
502313216|2.0|4.0|
502313248|2.0|4.0|
502315168|2.0|4.0|
502316192|2.0|4.0|
503502048|0.0|4.0|
503502176|1.0|4.0|
503503008|0.0|4.0|
503503104|0.0|4.0|
503503168|0.0|4.0|
503504000|1.0|4.0|
503504064|1.0|4.0|
503504096|1.0|4.0|
503505120|0.0|4.0|
503506048|0.0|4.0|
503507072|0.0|4.0|
503507136|1.0|4.0|
503507232|0.0|4.0|
503508032|1.0|4.0|
503508096|0.0|4.0|
503508192|0.0|4.0|
503509024|2.0|4.0|
503510112|0.0|4.0|
503510240|1.0|4.0|
503511040|0.0|4.0|
503511200|0.0|4.0|
503512032|1.0|4.0|
503512064|0.0|4.0|
503512192|1.0|4.0|
503513216|0.0|4.0|
503513248|0.0|4.0|
503514080|0.0|4.0|
503516032|0.0|4.0|
503516128|1.0|4.0|
503601152|1.0|4.0|
503601184|0.0|4.0|
503601216|0.0|4.0|
503603072|1.0|4.0|
503604032|1.0|4.0|
503604064|1.0|4.0|
503604096|1.0|4.0|
503606016|1.0|4.0|
503606048|0.0|4.0|
503607040|1.0|4.0|
503607232|1.0|4.0|
503608000|0.0|4.0|
503608192|0.0|4.0|
503609152|1.0|4.0|
503609216|1.0|4.0|
503610016|1.0|0.0|8035.4917
503611008|1.0|4.0|
503611136|1.0|4.0|
503612032|0.0|4.0|
503613120|0.0|4.0|
503613216|0.0|4.0|
503614144|1.0|4.0|
503614208|1.0|4.0|
503615264|0.0|4.0|
503701152|1.0|4.0|
503702112|1.0|4.0|
503702176|1.0|4.0|
503703104|0.0|4.0|
503703200|1.0|4.0|
503704096|1.0|4.0|
503706176|0.0|4.0|
503707232|1.0|4.0|
503708160|1.0|4.0|
503709056|0.0|4.0|
503709216|1.0|4.0|
503710016|1.0|4.0|
503710048|1.0|4.0|
503710112|1.0|4.0|
503710144|1.0|4.0|
503710208|1.0|4.0|
503710240|1.0|4.0|
503712128|0.0|4.0|
503713088|0.0|4.0|
503713120|0.0|4.0|
503715008|0.0|4.0|
503715168|0.0|4.0|
503715232|2.0|4.0|
503716000|0.0|4.0|
503716064|1.0|4.0|
503716128|1.0|4.0|
503801248|1.0|4.0|
503802208|1.0|4.0|
503804128|0.0|4.0|
503804160|1.0|4.0|
503807104|1.0|4.0|
503807232|2.0|4.0|
503808224|1.0|4.0|
503809024|1.0|0.0|7089.7905
503809216|2.0|4.0|
503810016|1.0|4.0|
503810176|2.0|4.0|
503810208|1.0|4.0|
503811232|1.0|4.0|
503812256|2.0|4.0|
503814048|1.0|4.0|
503815072|1.0|4.0|
503815136|1.0|4.0|
503816032|2.0|4.0|
503816128|2.0|4.0|
503903072|1.0|4.0|
503908032|1.0|4.0|
503909088|1.0|4.0|
503909120|1.0|4.0|
503909152|1.0|4.0|
503911200|2.0|4.0|
503913088|1.0|4.0|
503914080|1.0|4.0|
503914208|1.0|4.0|
503915040|2.0|4.0|
503916128|0.0|4.0|
504001120|2.0|4.0|
504001216|2.0|4.0|
504003104|2.0|4.0|
504003232|1.0|4.0|
504004032|2.0|4.0|
504004160|1.0|4.0|
504005088|1.0|4.0|
504006016|2.0|4.0|
504010080|2.0|4.0|
504010176|1.0|4.0|
504014144|0.0|4.0|
504014240|1.0|4.0|
504015040|2.0|4.0|
504015200|1.0|4.0|
504016032|2.0|4.0|
504016192|1.0|4.0|
504101088|2.0|4.0|
504102016|1.0|4.0|
504102080|0.0|4.0|
504102240|1.0|4.0|
504103104|0.0|4.0|
504103168|0.0|4.0|
504103232|1.0|4.0|
504105056|1.0|4.0|
504105088|1.0|4.0|
504106144|1.0|4.0|
504107008|1.0|4.0|
504107040|0.0|4.0|
504107200|1.0|4.0|
504108160|2.0|4.0|
504109120|1.0|4.0|
504110208|1.0|4.0|
504111200|1.0|4.0|
504111232|1.0|4.0|
504112128|1.0|4.0|
504112192|0.0|4.0|
504113088|2.0|4.0|
504114112|2.0|4.0|
504114208|1.0|4.0|
504114240|0.0|4.0|
504116000|2.0|4.0|
504116160|1.0|4.0|
504201056|0.0|4.0|
504202240|1.0|4.0|
504203040|0.0|4.0|
504203104|1.0|4.0|
504203136|1.0|4.0|
504204192|2.0|4.0|
504205088|1.0|4.0|
504205120|1.0|4.0|
504206048|1.0|4.0|
504206112|1.0|4.0|
504206176|2.0|4.0|
504206240|1.0|4.0|
504207072|1.0|4.0|
504207104|1.0|4.0|
504208128|1.0|4.0|
504209088|2.0|4.0|
504209120|1.0|4.0|
504209152|1.0|4.0|
504211232|0.0|4.0|
504212160|1.0|4.0|
504212256|1.0|4.0|
504213024|0.0|4.0|
504213056|1.0|4.0|
504213088|1.0|4.0|
504214144|0.0|4.0|
504214208|1.0|4.0|
504215136|1.0|4.0|
504215168|2.0|4.0|
504216096|2.0|4.0|
504216160|1.0|4.0|
504216192|0.0|4.0|
504301120|1.0|4.0|
504302144|2.0|4.0|
504303232|1.0|4.0|
504304160|2.0|4.0|
504304224|2.0|4.0|
504307104|1.0|4.0|
504308032|0.0|4.0|
504309120|2.0|4.0|
504310080|1.0|4.0|
504310112|2.0|4.0|
504310144|1.0|4.0|
504312192|1.0|4.0|
504313120|1.0|4.0|
504315040|2.0|4.0|
504315072|1.0|4.0|
504402048|0.0|4.0|
504403136|1.0|4.0|
504404128|2.0|4.0|
504404192|2.0|4.0|
504406208|0.0|4.0|
504408160|2.0|4.0|
504411072|1.0|4.0|
504414016|2.0|4.0|
504414208|1.0|4.0|
504414240|2.0|4.0|
504501152|2.0|4.0|
504504128|1.0|4.0|
504506176|1.0|4.0|
504511232|1.0|2.0|4760.0225
504512032|1.0|4.0|
504514176|1.0|0.0|6925.9165
504516192|1.0|4.0|
504601216|1.0|4.0|
504603232|1.0|4.0|
504604064|0.0|4.0|
504605056|1.0|4.0|
504606048|1.0|4.0|
504606080|2.0|4.0|
504606144|2.0|4.0|
504607200|2.0|4.0|
504610048|2.0|4.0|
504612032|1.0|4.0|
504612128|1.0|4.0|
504613088|1.0|4.0|
504613120|2.0|4.0|
504613184|2.0|4.0|
504613248|1.0|4.0|
504614080|1.0|4.0|
504614176|2.0|4.0|
504701056|1.0|4.0|
504701184|2.0|4.0|
504701216|1.0|4.0|
504702112|1.0|4.0|
504703136|1.0|4.0|
504703200|1.0|4.0|
504704032|2.0|4.0|
504704064|1.0|4.0|
504705024|2.0|4.0|
504705120|1.0|4.0|
504706016|2.0|4.0|
504706048|1.0|4.0|
504706144|1.0|4.0|
504706240|1.0|4.0|
504707008|2.0|4.0|
504707040|2.0|4.0|
504707200|1.0|4.0|
504707232|0.0|4.0|
504708064|1.0|4.0|
504708128|0.0|4.0|
504708160|0.0|4.0|
504708256|0.0|4.0|
504711040|1.0|4.0|
504711072|1.0|4.0|
504711136|1.0|4.0|
504711168|2.0|4.0|
504711232|2.0|4.0|
504712032|1.0|4.0|
504712192|0.0|4.0|
504713024|2.0|4.0|
504713152|0.0|4.0|
504715104|0.0|4.0|
504715168|1.0|4.0|
504716000|0.0|4.0|
504716064|2.0|4.0|
504716128|1.0|4.0|
504802080|2.0|4.0|
504802112|1.0|4.0|
504802144|2.0|4.0|
504802208|2.0|4.0|
504804032|2.0|4.0|
504804160|1.0|4.0|
504805184|1.0|4.0|
504806016|1.0|4.0|
504806080|1.0|4.0|
504809024|1.0|4.0|
504811104|1.0|4.0|
504812224|2.0|4.0|
504813152|1.0|4.0|
504813184|1.0|4.0|
504815008|2.0|4.0|
504816192|0.0|4.0|
504901248|1.0|4.0|
504902048|2.0|4.0|
504902112|1.0|4.0|
504902240|2.0|4.0|
504907168|2.0|4.0|
504909024|1.0|4.0|
504910112|1.0|4.0|
504911104|1.0|4.0|
504912224|1.0|4.0|
504913056|2.0|4.0|
504913088|2.0|4.0|
504915072|1.0|4.0|
504915200|2.0|4.0|
504915232|2.0|4.0|
504916192|0.0|4.0|
504916224|1.0|4.0|
505001088|1.0|4.0|
505001120|2.0|4.0|
505001248|1.0|4.0|
505003168|2.0|4.0|
505004192|2.0|4.0|
505004992|1.0|4.0|
505005056|1.0|4.0|
505005152|1.0|4.0|
505006240|2.0|4.0|
505007072|2.0|4.0|
505007104|2.0|4.0|
505008032|2.0|4.0|
505010112|1.0|4.0|
505011040|2.0|4.0|
505013184|1.0|4.0|
505014080|0.0|4.0|
505015040|1.0|4.0|
505015136|1.0|4.0|
505015168|2.0|4.0|
505015200|1.0|4.0|
505016192|1.0|4.0|
505101056|1.0|4.0|
505103104|1.0|4.0|
505104192|2.0|4.0|
505105024|1.0|4.0|
505105216|2.0|4.0|
505107104|2.0|4.0|
505109088|2.0|4.0|
505110048|1.0|4.0|
505110112|1.0|4.0|
505111232|2.0|4.0|
505113056|2.0|4.0|
505115136|2.0|4.0|
505116128|1.0|4.0|
505201024|2.0|4.0|
505201152|1.0|4.0|
505202048|2.0|4.0|
505204000|1.0|4.0|
505204160|2.0|4.0|
505205056|1.0|4.0|
505208032|2.0|4.0|
505210112|2.0|4.0|
505210144|1.0|3.0|4414.746
505211232|2.0|4.0|
505212256|2.0|4.0|
505213056|1.0|4.0|
505214080|2.0|4.0|
505215232|1.0|4.0|
505216128|2.0|4.0|
505216160|1.0|0.0|7587.6694
505302016|0.0|4.0|
505302144|2.0|4.0|
505303072|2.0|4.0|
505304160|1.0|4.0|
505304192|2.0|4.0|
505305056|1.0|4.0|
505306016|2.0|4.0|
505306080|2.0|4.0|
505306176|2.0|4.0|
505307008|0.0|4.0|
505307104|1.0|4.0|
505308032|1.0|4.0|
505308096|1.0|4.0|
505308128|2.0|4.0|
505309088|0.0|4.0|
505310080|2.0|4.0|
505312096|1.0|4.0|
505313024|2.0|4.0|
505314112|1.0|4.0|
505314208|1.0|4.0|
505315104|1.0|4.0|
505315136|0.0|4.0|
505315200|2.0|4.0|
505316032|1.0|4.0|
505316224|2.0|4.0|
505316256|0.0|4.0|
505401120|1.0|4.0|
505403136|1.0|4.0|
505405152|1.0|4.0|
505405216|2.0|4.0|
505406240|2.0|4.0|
505407104|2.0|4.0|
505407168|1.0|4.0|
505408032|2.0|4.0|
505408096|0.0|4.0|
505408160|1.0|4.0|
505410048|1.0|4.0|
505410080|1.0|4.0|
505411072|2.0|4.0|
505412160|2.0|4.0|
505413056|1.0|4.0|
505413088|1.0|4.0|
505413216|2.0|4.0|
505415008|2.0|4.0|
505502048|2.0|4.0|
505503040|1.0|4.0|
505503232|1.0|4.0|
505506080|2.0|4.0|
505506208|2.0|4.0|
505507040|2.0|4.0|
505507104|0.0|4.0|
505507232|1.0|4.0|
505508032|1.0|4.0|
505508064|1.0|4.0|
505508160|2.0|4.0|
505509088|1.0|4.0|
505509152|2.0|4.0|
505512064|2.0|4.0|
505512096|2.0|4.0|
505513024|1.0|4.0|
505513152|2.0|4.0|
505513184|2.0|4.0|
505515232|1.0|4.0|
505516160|2.0|4.0|
505601152|1.0|4.0|
505603232|1.0|4.0|
505605024|1.0|4.0|
505605088|1.0|4.0|
505607168|2.0|4.0|
505608000|2.0|4.0|
505608096|1.0|4.0|
505608160|1.0|4.0|
505609120|0.0|4.0|
505609152|2.0|4.0|
505610144|1.0|4.0|
505610240|1.0|4.0|
505612128|1.0|4.0|
505612192|1.0|4.0|
505612224|2.0|4.0|
505613152|0.0|4.0|
505614144|2.0|4.0|
505615136|1.0|4.0|
505615168|0.0|4.0|
506801152|2.0|4.0|
506802176|2.0|4.0|
506803104|1.0|4.0|
506804064|1.0|4.0|
506805184|1.0|4.0|
506805248|2.0|4.0|
506806048|1.0|4.0|
506806080|0.0|4.0|
506807168|1.0|4.0|
506807200|2.0|4.0|
506809184|2.0|4.0|
506809216|0.0|4.0|
506810016|1.0|4.0|
506810240|1.0|4.0|
506811136|1.0|4.0|
506812096|1.0|4.0|
506813024|2.0|4.0|
506814016|1.0|4.0|
506815040|2.0|4.0|
506815168|2.0|4.0|
506816192|2.0|4.0|
